cod_entidad;entidad;cod_tipo_gasto;tipo_gasto;cod_grupo_gasto;grupo_gasto;cod_subgrupo_gasto;subgrupo_gasto;cod_renglon;renglon;asignado;vigente;devengado
11130007;MINISTERIO DE FINANZAS PUBLICAS;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;329;OTRAS MAQUINARIAS Y EQUIPOS;946821;1144946;254175.3
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;21;PERSONAL SUPERNUMERARIO;19554618;19553292;12611343.9
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;113;TELEFONIA;1633135;1970735;954626.56
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;153;ARRENDAMIENTO DE MAQUINAS Y EQUIPOS DE OFICINA;8482944;1230138;1016710.21
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;165;MANTENIMIENTO Y REPARACION DE MEDIOS DE TRANSPORTE;887541;900351;505568.54
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;166;MANTENIMIENTO Y REPARACION DE EQUIPO PARA COMUNICACIONES;13500;8500;556
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;169;MANTENIMIENTO Y REPARACION DE OTRAS MAQUINARIAS Y EQUIPOS;984744;975744;164720
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;176;MANTENIMIENTO Y REPARACION DE OTRAS OBRAS E INSTALACIONES;50000;50000;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;186;SERVICIOS DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;654285;610000;274090.96
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;245;LIBROS, REVISTAS Y PERIODICOS;41970;40724;7090
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;252;ARTICULOS DE CUERO;4180;4180;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;253;LLANTAS Y NEUMATICOS;105600;104000;40913.11
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;254;ARTICULOS DE CAUCHO;17044;19894;4091.7
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;283;PRODUCTOS DE METAL Y SUS ALEACIONES;325002;376602;105033.72
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;284;ESTRUCTURAS METALICAS ACABADAS;46970;78990;48285
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;286;HERRAMIENTAS MENORES;33018;32518;2871.5
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;264;INSECTICIDAS, FUMIGANTES Y SIMILARES;1605;1605;861.5
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;472;TRANSFERENCIAS A ORGANISMOS E INSTITUCIONES INTERNACIONALES;290000;425000;419649.44
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;473;TRANSFERENCIAS A ORGANISMOS REGIONALES;245000;270000;269860.15
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;136;RECONOCIMIENTO DE GASTOS;405000;116577;19566.6
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;196;SERVICIOS DE ATENCION Y PROTOCOLO;172775;113981;3618.57
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;40;SERVICIOS EXTRAORDINARIOS;42;SERVICIOS EXTRAORDINARIOS DE  PERSONAL TEMPORAL;431000;479000;110627.76
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;111;ENERGIA ELECTRICA;3307200;3609200;2515403.37
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;171;MANTENIMIENTO Y REPARACION DE EDIFICIOS;4356995;1530691;536275
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;173;MANTENIMIENTO Y REPARACION DE BIENES NACIONALES DE USO COMUN;30000;30000;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;174;MANTENIMIENTO Y REPARACION DE INSTALACIONES;2565000;665000;13500
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;189;OTROS ESTUDIOS Y/O SERVICIOS;3446780;688780;3600
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;197;SERVICIOS DE VIGILANCIA;805000;561600;102800
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;214;PRODUCTOS AGROFORESTALES, MADERA, CORCHO Y SUS MANUFACTURAS;61620;65720;51010
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;220;MINERALES;223;PIEDRA, ARCILLA Y ARENA;6300;7800;1063
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;265;ASFALTO Y SIMILARES;8010;20010;7998.5
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;272;PRODUCTOS DE VIDRIO;23300;26300;11815
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;273;PRODUCTOS DE LOZA Y PORCELANA;55600;52600;6430
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;274;CEMENTO;4470;4470;2250
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;275;PRODUCTOS DE CEMENTO, POMEZ, ASBESTO Y YESO;49000;64000;15000
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;279;OTROS PRODUCTOS DE MINERALES NO METALICOS;158000;72000;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;281;PRODUCTOS SIDERURGICOS;11252;13252;615
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;282;PRODUCTOS METALURGICOS NO FERRICOS;35000;35040;2952.5
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;285;MATERIALES Y EQUIPOS DIVERSOS;48800;48800;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;121;DIVULGACION E INFORMACION;1165775;1165775;417458.46
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;231;HILADOS Y TELAS;150;3150;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;184;SERVICIOS ECONOMICOS, FINANCIEROS, CONTABLES Y DE AUDITORIA;80000;193000;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;800;OTROS GASTOS;820;DESCUENTOS Y BONIFICACIONES;823;DEVOLUCIONES;0;660000;623116.86
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;181;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE PRE-FACTIBILIDAD Y FACTIBILIDAD;1197265;3833647;2056720.44
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;183;SERVICIOS JURIDICOS;1885000;1878398;1811762.1
11130007;MINISTERIO DE FINANZAS PUBLICAS;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;325;EQUIPO DE TRANSPORTE;270000;270000;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;156;ARRENDAMIENTO DE OTRAS MAQUINAS Y EQUIPO;1500000;123143;0
11130007;MINISTERIO DE FINANZAS PUBLICAS;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;161;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO DE PRODUCCION;3270000;2074500;31600
11130007;MINISTERIO DE FINANZAS PUBLICAS;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;321;MAQUINARIA Y EQUIPO DE PRODUCCION;1500000;1500000;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;11;PERSONAL PERMANENTE;4528296124;5114635181;4361762739
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;12;COMPLEMENTO PERSONAL AL SALARIO DEL PERSONAL PERMANENTE;4681992;7565245;4952084.31
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;13;COMPLEMENTO POR ANTIGUEDAD AL PERSONAL PERMANENTE;1588576;2121035;1423039.4
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;14;COMPLEMENTO POR CALIDAD PROFESIONAL AL PERSONAL PERMANENTE;10758951;9913708;7225266.73
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;15;COMPLEMENTOS ESPECIFICOS AL PERSONAL PERMANENTE;323360078;768394261;432683316.1
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;22;PERSONAL POR CONTRATO;147611832;103621769;45277964.97
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;26;COMPLEMENTO POR CALIDAD PROFESIONAL AL PERSONAL TEMPORAL;720000;944888;517892.45
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;27;COMPLEMENTOS ESPECIFICOS AL PERSONAL TEMPORAL;162742191;254319303;95575632.38
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;40;SERVICIOS EXTRAORDINARIOS;41;SERVICIOS EXTRAORDINARIOS DE PERSONAL PERMANENTE;654000;814000;136748.18
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;60;DIETAS Y GASTOS DE REPRESENTACION;63;GASTOS DE REPRESENTACION EN EL INTERIOR;720000;720000;607741.94
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;71;AGUINALDO;794972373;794549289;381092914.9
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;72;BONIFICACION ANUAL (BONO 14);792206517;951421520;833003182.5
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;73;BONO VACACIONAL;26925618;27201256;238528.03
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;122;IMPRESION, ENCUADERNACION Y REPRODUCCION;94751203;132325572.8;22767610.94
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;141;TRANSPORTE DE PERSONAS;3768206;9355009;96825.77
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;162;MANTENIMIENTO Y REPARACION DE  EQUIPO DE OFICINA;1004914;646752;303206
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;168;MANTENIMIENTO Y REPARACION DE EQUIPO DE COMPUTO;4886017;602517;268073
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;232;ACABADOS TEXTILES;647070;199765;9942.84
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;233;PRENDAS DE VESTIR;24863642;41891569;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;241;PAPEL DE ESCRITORIO;10132217;3506795.98;1828885.27
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;242;PAPELES COMERCIALES, CARTULINAS, CARTONES Y OTROS;497471;482006.1;175711.01
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;243;PRODUCTOS DE PAPEL O CARTON;5072765;1499405.16;633883.96
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;244;PRODUCTOS DE ARTES GRAFICAS;3786522;1755827.71;425309.09
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;245;LIBROS, REVISTAS Y PERIODICOS;320860;185809;41156
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;254;ARTICULOS DE CAUCHO;348537;35379.6;3392.4
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;266;PRODUCTOS MEDICINALES Y FARMACEUTICOS;65600;216980;15108.15
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;267;TINTES, PINTURAS Y COLORANTES;12336047;7799100.93;2909025.52
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;268;PRODUCTOS PLASTICOS, NYLON, VINIL Y P.V.C.;4861092;2204826.45;824133.96
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;291;UTILES DE OFICINA;8809077;4563812.92;1072345.28
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;292;PRODUCTOS SANITARIOS, DE LIMPIEZA Y DE USO PERSONAL;8056182;2139071.86;837095.43
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;296;UTILES DE COCINA Y COMEDOR;457502;107779;23407.83
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;322;MOBILIARIO Y EQUIPO DE OFICINA;8745805;9269389;97384
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;324;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;5929528;11442603;4282227
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;328;EQUIPO DE COMPUTO;19681323;29116031;512074
11130008;MINISTERIO DE EDUCACION;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;329;OTRAS MAQUINARIAS Y EQUIPOS;21327773;87258300;23659493
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;24;COMPLEMENTO PERSONAL AL SALARIO DEL PERSONAL TEMPORAL;70200;87750;35860
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;70;OTRAS PRESTACIONES RELACIONADAS CON SALARIOS;79;OTRAS PRESTACIONES;1281909054;0;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;111;ENERGIA ELECTRICA;47912458;40718008.07;23028881.26
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;112;AGUA;24201621;13850697;8027365.78
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;113;TELEFONIA;19420720;14198870.46;8020969.64
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;114;CORREOS Y TELEGRAFOS;371303;294980;81705.29
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;115;EXTRACCION DE BASURA Y DESTRUCCION DE DESECHOS SOLIDOS;1282375;917922;205816.5
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;116;SERVICIOS DE LAVANDERIA;50000;1000;0
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;120;DIVULGACION, IMPRESION Y ENCUADERNACION;121;DIVULGACION E INFORMACION;3220459;2244875.4;1402274.5
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;133;VIATICOS EN EL INTERIOR;13196202;6978913.49;1257482.59
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;142;FLETES;407830;596339;117111
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;151;ARRENDAMIENTO DE EDIFICIOS Y LOCALES;18158050;18131957;14179195.56
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;157;ARRENDAMIENTO DE EQUIPO DE COMPUTO;542000;480800;275472.75
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;158;DERECHOS DE BIENES INTANGIBLES;14551100;12352994;2536569.3
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;165;MANTENIMIENTO Y REPARACION DE MEDIOS DE TRANSPORTE;4131737;3539760.3;1358127.99
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;169;MANTENIMIENTO Y REPARACION DE OTRAS MAQUINARIAS Y EQUIPOS;664417;506494;148230
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;171;MANTENIMIENTO Y REPARACION DE EDIFICIOS;45081249;26960626;567696.01
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;174;MANTENIMIENTO Y REPARACION DE INSTALACIONES;2122763;620853;282682.02
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;188;SERVICIOS DE INGENIERIA, ARQUITECTURA Y SUPERVISION DE OBRAS;18139997;20615227;4695875
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;189;OTROS ESTUDIOS Y/O SERVICIOS;55486508;55195896;5529343.87
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;191;PRIMAS Y GASTOS DE SEGUROS Y FIANZAS;10821345;105541354.8;97705974.41
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;195;IMPUESTOS, DERECHOS Y TASAS;423040;311535.5;83422.27
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;197;SERVICIOS DE VIGILANCIA;8379209;6027400;4278540
11130008;MINISTERIO DE EDUCACION;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;199;OTROS SERVICIOS;10644150;8950948;5354293.75
